Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Alpha [%],Beta,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,Kelly Criterion,Strategy,Asset,Weight,Commissions [$]
2024-03-01 00:00:00,2025-02-28 00:00:00,364 days 00:00:00,0.0,195536.08927821438,195536.08927821438,0.0,-22.672248769413798,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,,,BollingerBandsBreakout,CZR,0.1955360892782144,
2024-03-01 00:00:00,2025-02-28 00:00:00,364 days 00:00:00,4.8,184919.79035061618,202456.56080029765,-5.429329678621638,-22.672248769413798,-5.471553844202493,6.874908026620864,-3.790930161190942,-0.7958730244849335,-1.002500175842163,-0.6316738744510425,-4.804680929444011,0.027551248027073313,-8.661991678787661,-5.183847534899905,109 days 00:00:00,56 days 00:00:00,3,33.33333333333333,3.632180867057655,-5.174582854402887,-1.8241946608869686,7 days 00:00:00,4 days 00:00:00,0.40894934026206625,-1.7498523544800564,-0.6517958409167462,-0.4904089432937934,LarryWilliamsPriceAction,CZR,0.1955360892782144,289.9836245586396
2024-03-01 00:00:00,2025-02-28 00:00:00,364 days 00:00:00,8.4,262908.53623473144,262908.53623473144,34.45524926125407,-12.532907790690631,34.774082589857905,16.44184079605509,22.748268265268102,2.114975021422254,15.581951057012333,21.186967125021653,35.411423793745996,0.07629311157959456,-1.641295914826335,-0.9988763558835045,5 days 00:00:00,4 days 00:00:00,3,100.0,13.613014649351607,8.913245844582708,10.575795871615234,14 days 00:00:00,9 days 00:00:00,,10.596278958152611,7.098740700480747,,MACDBollingerBandsMeanReversion,CZR,0.1955360892782144,337.5400552017212
2024-03-01 00:00:00,2025-02-28 00:00:00,364 days 00:00:00,13.200000000000001,173281.25391623366,195536.08927821438,-11.381446485981366,-24.051211829154244,-11.467066586762575,7.850150584463503,-8.024762840506284,-1.4607447925212331,-1.4890643801074626,-1.007522778487486,-10.374468236226134,0.04186808784971903,-11.38144648598136,-11.38144648598136,261 days 00:00:00,261 days 00:00:00,17,41.17647058823529,2.2167526101080526,-5.000000000000004,-0.6675805412655667,4 days 00:00:00,2 days 00:00:00,0.4463659511424082,-0.6466540480610428,-1.3016004548813231,-0.5329847622915593,MeanReversion,CZR,0.1955360892782144,1546.7138724558354
2024-03-01 00:00:00,2025-02-28 00:00:00,364 days 00:00:00,4.3999999999999995,230816.14101731963,232220.01185710233,18.042731584402194,-22.672248769413798,18.199479690751264,9.010360949245234,12.169123811243177,2.019839137773473,17.997131344395648,17.874649081893306,18.7248320533093,0.03008525867214816,-1.0181726985167505,-0.8113580674784626,252 days 00:00:00,129 days 00:00:00,2,100.0,9.191583845713769,8.440107661590668,8.81519704512237,8 days 00:00:00,7 days 00:00:00,,8.81584575365222,10978.370697101429,,MichaelHarrisPriceAction,CZR,0.1955360892782144,210.52673684692382
2024-03-01 00:00:00,2025-02-28 00:00:00,364 days 00:00:00,54.400000000000006,150677.72718926542,213606.28976936216,-22.941218807502683,-15.190189498041523,-23.101704630264674,19.747821097686668,-16.507763633677285,-1.1698356246994202,-1.2198745577093026,-0.7841700511016098,-17.858974433390646,0.3345741259361703,-29.46007004196497,-8.66761958658856,245 days 00:00:00,58 days 00:00:00,31,35.483870967741936,10.030533463483504,-6.23559650225094,-0.7996370787401452,22 days 00:00:00,5 days 00:00:00,0.675710701421839,-0.705234403039746,-0.9440641844611923,-0.21503498069002402,Momentum,CZR,0.1955360892782144,2787.0018741434574
2024-03-01 00:00:00,2025-02-28 00:00:00,364 days 00:00:00,24.0,233247.7377390204,233247.7377390204,19.2862855138464,-22.672248769413798,19.45469927686123,26.085919495165484,12.985887888812965,0.7457931195588785,1.6920077432601457,1.3179302884989748,24.604750692311775,0.23458039970169603,-14.76155411756922,-6.6354375753417045,154 days 00:00:00,54 days 00:00:00,14,42.857142857142854,12.49759827786001,-7.411436239434044,0.8744633974532956,25 days 00:00:00,11 days 00:00:00,1.3994293405133367,1.1193859518837541,0.8873854139432745,0.21695204084257516,RSIDivergence,CZR,0.1955360892782144,816.6286771410464
2024-03-01 00:00:00,2025-02-28 00:00:00,364 days 00:00:00,4.8,176563.69231472822,195536.08927821438,-9.70275974809524,-22.672248769413798,-9.776457922407856,7.414161764481698,-6.822061100502164,-1.3186194519308951,-1.4632930671231776,-1.0075955889072785,-8.886836420284789,0.03598775472643803,-9.702759748095236,-9.702759748095236,121 days 00:00:00,121 days 00:00:00,3,0.0,-3.9952646002131553,-5.916170704123902,-4.811636715114465,14 days 00:00:00,9 days 00:00:00,0.0,-4.8081678909865335,-1.9442776851542367,,Scalping,CZR,0.1955360892782144,185.697334465456
2024-03-01 00:00:00,2025-02-28 00:00:00,364 days 00:00:00,15.2,161153.25417683326,200002.1037700672,-17.583881946447356,-22.672248769413798,-17.7112904345761,12.424405744395612,-12.530917996636115,-1.4255241497216307,-1.4548390533091404,-0.911814734409749,-14.880563875223585,0.11923466872287973,-19.42422047614888,-13.861725523526037,245 days 00:00:00,144 days 00:00:00,6,16.666666666666664,9.262576380523523,-7.590910147971486,-3.1644304757734942,20 days 00:00:00,8 days 00:00:00,0.3389924857639377,-3.010210572914734,-1.2337506623670271,-0.3415684114392924,VolumeSpikeReversal,CZR,0.1955360892782144,539.5032295854569
2024-03-01 00:00:00,2025-02-28 00:00:00,364 days 00:00:00,0.0,159486.8102637947,159486.8102637947,0.0,-45.28176516240443,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,,,BollingerBandsBreakout,INTC,0.1594868102637947,
